  0.000000   1.000000  54.838060  59.717612  50.795343
  1.000000   0.000000  55.781134  59.071901  50.993318
  2.000000   0.000000  56.404222  58.178035  50.310913
  3.000000   0.000000  56.262355  58.070693  49.269248
  4.000000   0.000000  56.724671  57.054084  48.762184
  5.000000   0.000000  56.736123  57.397312  47.693249
  6.000000   0.000000  57.781078  57.509002  48.012511
  7.000000   0.000000  57.411240  58.579704  48.092756
  8.000000   0.000000  57.252368  59.361360  47.385767
  9.000000   0.000000  54.419906  59.176455  49.777161
 10.000000   0.000000  53.575091  60.106322  49.807363
 11.000000   0.000000  53.418774  59.009970  50.163537
 12.000000   0.000000  53.720664  58.449163  49.280054
 13.000000   0.000000  54.599395  57.659349  48.647927
 14.000000   0.000000  53.944371  57.483588  49.625638
 15.000000   0.000000  52.878051  57.757182  49.813190
 16.000000   0.000000  52.301574  57.380046  50.890022
 17.000000   0.000000  53.596315  60.033756  50.978337
 18.000000   0.000000  52.348715  59.802814  50.895219
 19.000000   0.000000  52.205410  59.592668  52.041146
 20.000000   0.000000  52.235122  60.009289  53.205516
 21.000000   0.000000  51.808433  61.121184  52.995446
 22.000000   0.000000  52.263699  61.839521  53.755938
 23.000000   0.000000  51.803627  62.804610  54.171706
 24.000000   0.000000  51.149345  62.115923  54.927802
 25.000000   1.000000  50.978754  54.016973  55.785851
 26.000000   0.000000  51.842978  54.154750  55.105133
 27.000000   0.000000  53.017545  54.153744  54.922611
 28.000000   0.000000  53.529972  54.925383  54.623118
 29.000000   0.000000  53.854328  54.672798  53.648700
 30.000000   0.000000  54.442183  53.995461  54.221349
 31.000000   0.000000  55.297720  54.314289  53.511142
 32.000000   0.000000  55.927939  53.472436  54.197377
 33.000000   0.000000  57.091033  53.363511  54.206426
 34.000000   0.000000  51.232810  54.818738  56.481366
 35.000000   0.000000  50.966551  54.951023  55.246204
 36.000000   0.000000  52.146984  55.262742  55.068219
 37.000000   0.000000  51.656335  56.116596  54.910175
 38.000000   0.000000  51.507764  55.562536  53.964210
 39.000000   0.000000  51.514462  56.633550  53.460605
 40.000000   0.000000  50.607579  56.336968  52.964727
 41.000000   0.000000  51.004159  57.295629  52.575192
 42.000000   0.000000  50.878356  53.539402  56.745711
 43.000000   0.000000  51.762383  53.893979  57.034429
 44.000000   0.000000  52.013733  52.724420  57.018150
 45.000000   0.000000  51.347922  52.220189  57.578816
 46.000000   0.000000  51.455346  52.784484  58.387644
 47.000000   0.000000  51.293707  52.149872  59.206025
 48.000000   0.000000  52.017278  51.285949  58.455801
 49.000000   0.000000  52.714341  51.825380  57.595341
 50.000000   1.000000  58.615146  57.246032  50.366439
 51.000000   0.000000  58.504161  57.503109  51.362784
 52.000000   0.000000  58.698034  58.481396  52.023407
 53.000000   0.000000  58.045833  58.569706  51.258839
 54.000000   0.000000  58.506453  59.485451  51.794826
 55.000000   0.000000  58.164497  60.251883  51.083692
 56.000000   0.000000  58.773411  60.625268  50.064313
 57.000000   0.000000  57.994393  59.862425  50.161363
 58.000000   0.000000  57.489213  59.801279  49.060912
 59.000000   0.000000  58.749929  56.249267  50.584056
 60.000000   0.000000  59.494703  55.871443  51.681149
 61.000000   0.000000  60.220247  55.427383  51.134240
 62.000000   0.000000  60.375802  54.156260  51.094780
 63.000000   0.000000  59.357385  53.986104  51.504353
 64.000000   0.000000  58.368455  53.664702  51.997636
 65.000000   0.000000  57.709923  52.803410  52.661795
 66.000000   0.000000  57.283589  52.257655  53.763477
 67.000000   0.000000  58.381796  58.348579  49.453972
 68.000000   0.000000  58.794354  58.118161  48.517263
 69.000000   0.000000  58.867068  57.256422  49.142474
 70.000000   0.000000  59.500820  56.825011  50.023467
 71.000000   0.000000  60.607300  56.962028  49.986465
 72.000000   0.000000  61.554184  56.625694  50.259650
 73.000000   0.000000  61.864033  56.297544  49.237662
 74.000000   0.000000  62.755225  56.936027  49.481301
 75.000000   1.000000  56.374012  62.292464  50.449250
 76.000000   0.000000  56.395206  62.588729  49.368263
 77.000000   0.000000  55.704227  63.446456  48.958835
 78.000000   0.000000  55.046084  62.482780  49.043798
 79.000000   0.000000  55.555362  61.600997  48.169060
 80.000000   0.000000  55.943975  62.110595  47.222948
 81.000000   0.000000  56.900883  61.388791  47.069879
 82.000000   0.000000  57.300572  60.470568  47.621921
 83.000000   0.000000  57.901933  59.668339  48.110834
 84.000000   1.000000  56.754099  59.463597  48.335200
 85.000000   0.000000  55.963856  59.131618  48.969241
 86.000000   0.000000  55.711100  59.227296  49.906618
 87.000000   0.000000  56.230389  60.388366  50.288562
 88.000000   0.000000  55.486869  60.882298  50.944941
 89.000000   0.000000  55.655937  61.130625  52.184935
 90.000000   0.000000  55.020364  61.496917  53.059230
 91.000000   0.000000  55.153489  62.577237  53.022171
 92.000000   0.000000  54.388164  62.036288  53.698131
 93.000000   1.000000  55.607945  62.203626  53.973699
 94.000000   0.000000  56.367025  61.715307  53.414506
 95.000000   0.000000  57.093199  62.031970  54.263951
 96.000000   0.000000  56.822454  63.145606  54.490069
 97.000000   0.000000  57.432799  64.231350  54.476148
 98.000000   0.000000  56.942057  64.399289  55.610680
 99.000000   0.000000  57.848225  64.237273  56.018192
100.000000   0.000000  58.489687  64.067291  55.228493
101.000000   0.000000  59.129757  64.749603  54.823915
102.000000   0.000000  55.959938  63.218027  53.544183
103.000000   0.000000  55.865519  64.450587  53.540305
104.000000   0.000000  55.347895  64.272569  54.572736
105.000000   0.000000  55.429207  65.275388  54.329821
106.000000   0.000000  55.931153  66.525089  54.239640
107.000000   0.000000  55.886963  67.062837  55.109119
108.000000   0.000000  55.493555  67.025265  56.192676
109.000000   0.000000  55.773504  67.712656  56.876899
110.000000   0.000000  55.255707  63.214055  54.398450
111.000000   0.000000  55.846981  62.879797  55.250678
112.000000   0.000000  55.872634  62.200337  56.096995
113.000000   0.000000  55.760140  61.155408  55.754309
114.000000   0.000000  56.698260  60.882082  55.924229
115.000000   0.000000  55.988948  60.068422  55.564943
116.000000   0.000000  55.369333  59.139134  55.330964
117.000000   0.000000  55.369184  58.489069  54.329186
118.000000   1.000000  54.721374  52.705586  56.958807
119.000000   0.000000  55.088198  52.694813  58.130512
120.000000   0.000000  55.775654  52.833960  57.241636
121.000000   0.000000  55.852836  52.718363  56.196296
122.000000   0.000000  56.000911  51.873644  57.091601
123.000000   0.000000  56.929211  51.135572  56.913090
124.000000   0.000000  56.757421  50.606880  55.938116
125.000000   0.000000  57.561557  50.661365  55.282062
126.000000   0.000000  58.096292  51.555803  55.147211
127.000000   1.000000  57.523425  52.786774  54.931760
128.000000   0.000000  58.166728  53.919614  54.521127
129.000000   0.000000  58.247927  54.488881  53.608443
130.000000   0.000000  58.897109  55.299410  53.890659
131.000000   0.000000  59.955155  54.785080  53.548687
132.000000   0.000000  59.865087  53.610640  52.943568
133.000000   0.000000  60.837697  53.455047  53.471153
134.000000   0.000000  61.376444  54.240907  52.761740
135.000000   0.000000  60.743149  55.323310  52.779197
136.000000   1.000000  60.570933  55.764646  53.855467
